Provincia,Codice,Tipologia,Denominazione,Indirizzo,Civico,Localita,Cod. comune,Comune,CAP,Distr.,Telefono,Caratteristica scuola,Sede direttivo,Codice sede riferimento,Codice sede di direttivo,Denominazione sede direttivo,Indirizzo sede di direttivo,Cod. comune sede dir.,Comune sede di direttivo,CAP sede dir.,Distr. sede dir.,Classificazione Autonomia,Organico Autonomia,Organico Sede,Num. Sedi Autonomia,Macrotipologia Autonomia,Tipologia Autonomia,Tipologia Sede,S-Comune montano,Telefono Sede Autonomia,Fax Sede Autonomia,Fax Sede Autonomia_1,Indirizzo E-Mail Autonomia,Indirizzo E-Mail sede corsi,Indirizzo PEC Autonomia,Indirizzo PEC sede corsi,Codice_ISTAT_comune_SEDE,coorY,coorX,location
MI,MIEE81901E,Istituto Istruzione Primario,Primaria - Largo Mattei,Via Mattei,12,MILANO,F205,MILANO,20126,083,0288448787,Ordinaria,NO,MIIC81900C,MIIC81900C,Italo Calvino,"Via Frigia, 4",F205,MILANO,20126,083,Statale,1218,429,6,Primo ciclo,Istituto Comprensivo,,Non montano,0288448717,0288448722,,miic81900c@istruzione.it,,miic81900c@pec.istruzione.it,miic81900c@pec.istruzione.it,15146,45.5143554,9.2229978,"(45.5143554, 9.2229978)"
MI,MIAA87602E,Scuola dell'Infanzia,Infanzia - via Circonvallazione,Via Circonvallazione,,ROSATE,H560,ROSATE,20088,072,0290870132,Ordinaria,NO,MIIC87600L,MIIC87600L,IC di Rosate,"Viale Rimembranze, 34-36",H560,ROSATE,20088,072,Statale,1002,187,6,Primo ciclo,Istituto Comprensivo,,Non montano,0290848867,0290870732,,miic87600l@istruzione.it,,miic87600l@pec.istruzione.it,miic87600l@pec.istruzione.it,15188,45.35258479,9.0165946,"(45.35258479, 9.0165946)"
MI,MIEE838032,Istituto Istruzione Primario,Primaria - via XXv Aprile,Via XXV Aprile,10,FRAZ. CASATE,A804,BERNATE TICINO,20010,070,0297241124,Ordinaria,NO,MIIC83800T,MIIC83800T,IC Via Cavour,"Via Annoni, 47a",D198,CUGGIONO,20012,070,Statale,1047,41,7,Primo ciclo,Istituto Comprensivo,,Non montano,02974082,0297240752,,miic83800t@istruzione.it,,miic83800t@pec.istruzione.it,miic83800t@pec.istruzione.it,15019,45.49226343,8.82585693,"(45.49226343, 8.82585693)"
MI,MIMM858025,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - A. Manzoni,Via IV  Novembre,2,MESERO,F155,MESERO,20010,071,09787286,Ordinaria,NO,MIIC858003,MIIC858003,Edmondo De Amicis,"Via al Donatore di Sangue, 11",E921,MARCALLO CON CASONE,20010,071,Statale,1090,87,6,Primo ciclo,Istituto Comprensivo,,Non montano,02 9761170,02 9760746,,miic858003@istruzione.it,,miic858003@pec.istruzione.it,miic858003@pec.istruzione.it,15144,45.50167127,8.85409137,"(45.50167127, 8.85409137)"
MI,MICT706007,Ctp,C.T.P. - Sesto San Giovanni sede associata,Piazza Martiri,200,SESTO SAN GIOVANNI,I690,SESTO SAN GIOVANNI,20099,064,0222470591,Ordinaria,NO,MI062502DRM,MI062502DRM,CPIA - Nord-Est (giÃ  Sestese Martesana),"Piazza Costa, 23",I690,CINISELLO BALSAMO,20092,064,Cpia,0,0,3,Istruzione Adulti,CTP,,Non montano,026121691,,,ctpcinisello@inwind.it,,,miic8a5005@pec.istruzione.it,15209,45.53360593,9.22995212,"(45.53360593, 9.22995212)"
MI,MIAA880015,Scuola dell'Infanzia,Infanzia - via Monte Rosa,Via Monte Rosa,,FRAZ. VALLEAMBROSIA,H623,ROZZANO,20089,094,028240430,Ordinaria,NO,MIIC880008,MIIC880008,Monte Amiata,"Via Lambro, 92",H623,ROZZANO,20089,094,Statale,975,124,3,Primo ciclo,Istituto Comprensivo,,Non montano,028257921,028241526,,miic880008@istruzione.it,,miic880008@pec.istruzione.it,miic880008@pec.istruzione.it,15189,45.40078849,9.15728831,"(45.40078849, 9.15728831)"
MI,MIEE888022,Istituto Istruzione Primario,Primaria - Battisti,Via Battisti,,CORSICO,D045,CORSICO,20094,073,024409901,Ordinaria,NO,MIIC88800V,MIIC88800V,Buonarroti,"Via Luigi Salma, 53",D045,CORSICO,20094,073,Statale,745,110,4,Primo ciclo,Istituto Comprensivo,,Non montano,024471805,024408308,,miic88800v@istruzione.it,,miic88800v@pec.istruzione.it,miic88800v@pec.istruzione.it,15093,45.4318646,9.10637009,"(45.4318646, 9.10637009)"
MI,MIMM881037,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - via Verdi,Via Verdi,2  2,-,F968,NOVIGLIO,20082,094,029006437,Ordinaria,NO,MIIC881004,MIIC881004,"IC di Noviglio-Casarile, Via Verdi","Via Verdi, 2",A872,NOVIGLIO,20082,094,Statale,988,125,6,Primo ciclo,Istituto Comprensivo,,Non montano,029006437,029006004,,miic881004@istruzione.it,,miic881004@pec.istruzione.it,miic881004@pec.istruzione.it,15158,45.3582266,9.0524395,"(45.3582266, 9.0524395)"
MI,MIEE8AY02L,Istituto Istruzione Primario,Primaria - Buffoli,Viale Cooperazione Ang. Edera,,CUSANO MILANINO,D231,CUSANO MILANINO,20095,065,026198288,Ordinaria,NO,MIIC8AY00D,MIIC8AY00D,Giovanni XXIII,"Via Roma, 27",D231,CUSANO MILANINO,20095,065,Statale,994,224,5,Primo ciclo,Istituto Comprensivo,,Non montano,026196097,026132424,,miic8ay00d@istruzione.it,,miic8ay00d@pec.istruzione.it,miic8ay00d@pec.istruzione.it,15098,45.55343,9.1844583,"(45.55343, 9.1844583)"
MI,MIMM85403V,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Santo Stefano Ticino,Viale Repubblica,43,SANTO STEFANO TICINO,I361,SANTO STEFANO TICINO,20010,071,0297270622,Ordinaria,NO,MIIC85400Q,MIIC85400Q,Amedeo Duca D'Aosta,"Via Dante, 1",G181,OSSONA,20010,071,Statale,1194,120,7,Primo ciclo,Istituto Comprensivo,,Non montano,029010047,0290380635,,miic85400q@istruzione.it,,miic85400q@pec.istruzione.it,miic85400q@pec.istruzione.it,15200,45.48561588,8.9226953,"(45.48561588, 8.9226953)"
MI,MIEE84101Q,Istituto Istruzione Primario,Primaria - Don Bosco,Via Vittorio Veneto,18,INVERUNO,E313,INVERUNO,20010,070,029787108,Ordinaria,NO,MIIC84100N,MIIC84100N,IC di Inveruno,"Via Palestro,",E313,INVERUNO,,070,Statale,563,278,3,Primo ciclo,Istituto Comprensivo,,Non montano,,,02/9787108,miic84100n@istruzione.it,,miic84100n@pec.istruzione.it,miic84100n@pec.istruzione.it,15113,45.51859846,8.84779289,"(45.51859846, 8.84779289)"
MI,MIEE873028,Istituto Istruzione Primario,Primaria - P.Zza Roma,Piazza Roma,5,GUDO VISCONTI,E258,GUDO VISCONTI,20088,072,0294961773,Ordinaria,NO,MIIC873005,MIIC873005,Rodari,"Via Carducci, 2",L768,VERMEZZO,20080,072,Statale,843,90,6,Primo ciclo,Istituto Comprensivo,,Non montano,029440960,0294943097,,miic873005@istruzione.it,,miic873005@pec.istruzione.it,miic873005@pec.istruzione.it,15112,45.37325827,8.99925299,"(45.37325827, 8.99925299)"
MI,MIMM836028,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Rosmini,Piazza Volontari E Donatori,,ROBECCHETTO CON INDUNO,H371,ROBECCHETTO CON INDUNO,20020,070,0331875694,Ordinaria,NO,MIIC836006,MIIC836006,Don Lorenzo Milani,"Via Trieste, 21",L471,TURBIGO,20029,070,Statale,1103,141,5,Primo ciclo,Istituto Comprensivo,,Non montano,0331899168,0331897861,,miic836006@istruzione.it,,miic836006@pec.istruzione.it,miic836006@pec.istruzione.it,15183,45.53542759,8.76220794,"(45.53542759, 8.76220794)"
MI,MIMM865017,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - L. Pirandello,Via Rogerio Da Sedriano,,SEDRIANO,I566,SEDRIANO,20018,071,0290111024,Ordinaria,NO,MIIC865006,MIIC865006,Matteotti,"Via Matteotti,",I566,SEDRIANO,20018,071,Statale,1310,359,5,Primo ciclo,Istituto Comprensivo,,Non montano,029023572,029022420,,miic865006@istruzione.it,,miic865006@pec.istruzione.it,miic865006@pec.istruzione.it,15204,45.48859016,8.97463899,"(45.48859016, 8.97463899)"
MI,MIAA180046,Scuola dell'Infanzia,Infanzia - Ciclamini,Via dei Ciclamini,,ROZZANO,H623,ROZZANO,20089,094,028255184,Ordinaria,NO,MIEE180007,MIEE180007,Archimede,"Via delle Orchidee,",H623,ROZZANO,20089,094,Statale,869,138,5,Primo ciclo,Altro,,Non montano,028253097,0257500492,,miee180007@istruzione.it,,archimede.rozzano@lamiapec.it,miee180007@pec.istruzione.it,15189,45.38193085,9.15318969,"(45.38193085, 9.15318969)"
MI,MIEE8D202L,Istituto Istruzione Primario,Primaria - Cappellini,Via De Rossi,2,-,F205,MILANO,20156,093,02302943,Ordinaria,NO,MIIC8D200D,MIIC8D200D,Console Marcello,"Via Console Marcello, 9",F205,MILANO,20156,093,Statale,1041,323,3,Primo ciclo,Istituto Comprensivo,,Non montano,0239256945,,,miic8d200d@istruzione.it,,miic8d200d@pec.istruzione.it,miic8d200d@pec.istruzione.it,15146,45.5012066,9.1412407,"(45.5012066, 9.1412407)"
MI,MICT715002,Ctp,C.T.P. - De Rossi Console Marcello,Via De Rossi,2,MILANO,F205,MILANO,20156,,0233402943,Ordinaria,SI,MI991473DRM,MI991473DRM,CPIA - Milano,"Via De Rossi, 2",F205,MILANO,20156,093,Cpia,0,0,12,Istruzione Adulti,CTP,,Non montano,,0233000715,0233000715,franca.eda@tiscalinet.it,franca.eda@tiscalinet.it,,miic8d200d@pec.istruzione.it,15146,45.5012066,9.1412407,"(45.5012066, 9.1412407)"
MI,MIEE24202B,Istituto Istruzione Primario,Primaria - M.L.King,Via di Vittorio,,FRAZ CERTOSA,H827,SAN DONATO MILANESE,20097,057,025271722,Ordinaria,NO,MIEE242009,MIEE242009,Circolo Didattico,"Via Greppi,",H827,SAN DONATO MILANESE,20097,057,Statale,759,206,6,Primo ciclo,Altro,,Non montano,,,,miee242009@istruzione.it,,miee242009@pec.istruzione.it,miee242009@pec.istruzione.it,15192,45.40623292,9.26707801,"(45.40623292, 9.26707801)"
MI,MIRC058027,Istituto Istruzione Secondario Secondo grado,I.P. Servizi - Frisi carceraria,Via Cristina Belgioioso,120,,A940,BOLLATE,20021,066,,Carceraria,NO,MIIS058007,MIIS058007,P. Frisi,"Via Otranto angolo Cittadini, 1",F205,MILANO,20157,066,Statale,1126,50,4,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,023575716,02-39001523,,miis058007@istruzione.it,,miis058007@pec.istruzione.it,miis058007@pec.istruzione.it,15027,45.5210559,9.1062101,"(45.5210559, 9.1062101)"
MI,MIMM86201Q,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - E. Fermi,Via Piave,27,-,M091,VITTUONE,20010,071,0290111080,Ordinaria,SI,MIIC86200P,MIIC86200P,IC di Vittuone,"Via Piave, 27",M091,VITTUONE,20010,071,Statale,905,223,5,Primo ciclo,Istituto Comprensivo,,Non montano,0290111080,0290260354,0290260354,miic86200p@istruzione.it,istvitt@libero.it,miic86200p@pec.istruzione.it,miic86200p@pec.istruzione.it,15243,45.48910134,8.95394194,"(45.48910134, 8.95394194)"
MI,MITD02101V,Istituto Istruzione Secondario Secondo grado,I.P. Servizi - V. Benini serale,C  O Casa di Reclusione,40,FRAZ. NOVERASCO DI OPERA,G078,OPERA,20090,094,,Carceraria,NO,MIIS02100L,MIIS02100L,V. Benini,"Viale Predabissi, 3",F100,MELEGNANO,20077,057,Statale,745,46,3,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,029836225,029835903,,miis02100l@istruzione.it,,miis02100l@pec.istruzione.it,miis02100l@pec.istruzione.it,15159,45.3961334,9.2044026,"(45.3961334, 9.2044026)"
MI,MIEE351023,Istituto Istruzione Primario,Primaria - Foscolo,Via Foscolo Fraz. Pontesesto,,ROZZANO,H623,ROZZANO,20089,094,028259137,Ordinaria,NO,MIEE351001,MIEE351001,III Circolo,"Via Mincio,",H623,ROZZANO,20089,094,Statale,882,234,4,Primo ciclo,Altro,,Non montano,028250585,0257591714,,miee351001@istruzione.it,,miee351001@pec.istruzione.it,miee351001@pec.istruzione.it,15189,45.3861454,9.1772174,"(45.3861454, 9.1772174)"
MI,MIEE8DL01Q,Istituto Istruzione Primario,Primaria - Tarra,Via XXV Aprile,,BUSTO GAROLFO,B301,BUSTO GAROLFO,20020,068,0331569604,Ordinaria,NO,MIIC8DL00N,MIIC8DL00N,Tarra,"Via Correggio, 80",B301,BUSTO GAROLFO,20020,068,Statale,1125,325,6,Primo ciclo,Istituto Comprensivo,,Non montano,0331569087,0331564462,,miic8dl00n@istruzione.it,,miic8dl00n@pec.istruzione.it,miic8dl00n@pec.istruzione.it,15041,45.54856746,8.88391991,"(45.54856746, 8.88391991)"
MI,MIEE8C301R,Istituto Istruzione Primario,Primaria - via Brocchi,Via Brocchi,5,MILANO,F205,MILANO,20151,092,023083962,Ordinaria,SI,MIIC8C300P,MIIC8C300P,Massa,"Via Brocchi, 5",F205,MILANO,20151,092,Statale,1168,419,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288444966,023084423,023084423,miic8c300p@istruzione.it,giofog@tin.it,miic8c300p@pec.istruzione.it,miic8c300p@pec.istruzione.it,15146,45.4927595,9.1204059,"(45.4927595, 9.1204059)"
MI,MIAA88401C,Scuola dell'Infanzia,Infanzia - Est,Q.Re Milano 3 - Basiglio Est,,BASIGLIO,A699,BASIGLIO,20080,094,0290750249,Ordinaria,NO,MIIC88400G,MIIC88400G,IC di Basiglio,"Piazza Leonardo Da Vinci,",A699,BASIGLIO,20080,094,Statale,920,111,4,Primo ciclo,Istituto Comprensivo,,Non montano,0290753109,0290751491,,miic88400g@istruzione.it,,miic88400g@pec.istruzione.it,miic88400g@pec.istruzione.it,15015,45.3609313,9.1567615,"(45.3609313, 9.1567615)"
MI,MIEE882012,Istituto Istruzione Primario,Primaria - Lacchiarella,Via Dante,,-,E395,LACCHIARELLA,20084,094,029008046,Ordinaria,NO,MIIC88200X,MIIC88200X,IC Lacchiarella,"Via Dante, 10",E395,LACCHIARELLA,20084,094,Statale,1707,452,6,Primo ciclo,Istituto Comprensivo,,Non montano,029008096,0290030428,,miic88200x@istruzione.it,,miic88200x@pec.istruzione.it,miic88200x@pec.istruzione.it,15115,45.32281053,9.14060856,"(45.32281053, 9.14060856)"
MI,MIEE853012,Istituto Istruzione Primario,Primaria - via Dei Boschi,Via dei Boschi,,NERVIANO,F874,NERVIANO,20014,068,0331587714,Ordinaria,NO,MIIC85300X,MIIC85300X,IC di Nerviano,"Via Roma, 51",F874,NERVIANO,20014,068,Statale,1544,232,8,Primo ciclo,Istituto Comprensivo,,Non montano,0331587051,0331584338,0331587714,miic85300x@istruzione.it,miic85300x@istruzione.it,miic85300x@pec.istruzione.it,miic85300x@pec.istruzione.it,15154,45.54871786,8.97101451,"(45.54871786, 8.97101451)"
MI,MIAA89801A,Scuola dell'Infanzia,Infanzia - Trombini,Via Medici,,MELEGNANO,F100,MELEGNANO,20077,057,0298230588,Ordinaria,NO,MIIC89800D,MIIC89800D,Dezza,"Via Cadorna, 23",F100,MELEGNANO,20077,057,Statale,1110,169,4,Primo ciclo,Istituto Comprensivo,,Non montano,029834091,0298231916,,miic89800d@istruzione.it,,miic89800d@pec.istruzione.it,miic89800d@pec.istruzione.it,15140,45.35530419,9.3245858,"(45.35530419, 9.3245858)"
MI,MIAA8A701N,Scuola dell'Infanzia,Infanzia - Savona,Via Savona,,SESTO SAN GIOVANNI,I690,SESTO SAN GIOVANNI,20099,064,022423696,Ordinaria,NO,MIIC8A700R,MIIC8A700R,Marzabotto,"Via Savona, 135",I690,SESTO SAN GIOVANNI,20099,064,Statale,655,116,4,Primo ciclo,Istituto Comprensivo,,Non montano,023657501,0236575050,,miic8a700r@istruzione.it,,miic8a700r@pec.istruzione.it,miic8a700r@pec.istruzione.it,15209,45.53168928,9.25327596,"(45.53168928, 9.25327596)"
MI,MIEE853045,Istituto Istruzione Primario,Primaria - via Trento,Via Trento,21,,F874,NERVIANO,20014,068,,Ordinaria,NO,MIIC85300X,MIIC85300X,IC di Nerviano,"Via Roma, 51",F874,NERVIANO,20014,068,Statale,1544,109,8,Primo ciclo,Istituto Comprensivo,,Non montano,0331587051,0331584338,,miic85300x@istruzione.it,,miic85300x@pec.istruzione.it,miee34500n@pec.istruzione.it,15154,45.56822587,8.98593045,"(45.56822587, 8.98593045)"
MI,MIMM815016,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Cardarelli,Via Strozzi,11,LOC.LORENTEGGIO,F205,MILANO,20146,090,02471590,Ordinaria,SI,MIIC815005,MIIC815005,Cardarelli Massaua,"Via Strozzi, 11",F205,MILANO,20046,090,Statale,868,420,2,Primo ciclo,Istituto Comprensivo,,Non montano,0288441534,0288441537,0247715482,miic815005@istruzione.it,cardarelli-massaua@pec.it,miic815005@pec.istruzione.it,miic815005@pec.istruzione.it,15146,45.45999649,9.14333557,"(45.45999649, 9.14333557)"
MI,MIEE8B802A,Istituto Istruzione Primario,Primaria - C. Belgioioso-Ottolini,Via Colletta,49  51,MILANO,F205,MILANO,20137,077,025450263,Ordinaria,NO,MIIC8B8007,MIIC8B8007,Tommaso Grossi,"Via Monte Velino, 2-4",F205,MILANO,20137,077,Statale,953,445,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288444176,0288440185,,miic8b8007@istruzione.it,,miic8b8007@pec.istruzione.it,miic8b8007@pec.istruzione.it,15146,45.4490239,9.2112884,"(45.4490239, 9.2112884)"
MI,MICT71600T,Ctp,C.T.P. - Rozzano,Viale Liguria,4,ROZZANO,H623,ROZZANO,20089,094,028255740,Ordinaria,SI,MI064081DRM,MI064081DRM,CPIA - Sud Milano Maestro Alberto Manzi,"Viale Liguria, 4",H623,ROZZANO,20089,094,Cpia,0,0,5,Istruzione Adulti,CTP,,Non montano,02-8255740,02-8255740,,,,,mimm661005-02@pec.istruzione.it,15189,45.37983893,9.15276092,"(45.37983893, 9.15276092)"
MI,MIAA872038,Scuola dell'Infanzia,Infanzia - via Comolli,Via Comolli,,,D033,MORIMONDO,20081,072,,Ordinaria,NO,MIIC872009,MIIC872009,Ada Negri,"Via Don Milani, 4",F783,MOTTA VISCONTI,20086,072,Statale,1015,24,7,Primo ciclo,Istituto Comprensivo,,Non montano,0290000266,0290000266,,miic872009@istruzione.it,,miic872009@pec.istruzione.it,miee101006@pec.istruzione.it,15150,45.35374856,8.95691978,"(45.35374856, 8.95691978)"
MI,MIMM83201X,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - P.Sarpi,Via Buozzi,1,SETTIMO MILANESE,I700,SETTIMO MILANESE,20019,067,023284941,Ordinaria,NO,MIIC83200V,MIIC83200V,IC di Settimo Milanese,"Via Buozzi, 5",I700,SETTIMO MILANESE,20019,067,Statale,1919,590,6,Primo ciclo,Istituto Comprensivo,,Non montano,023281260,0233514841,023287224,miic83200v@istruzione.it,sarpiic@tiscali.it,miic83200v@pec.istruzione.it,miic83200v@pec.istruzione.it,15211,45.48431068,9.05425361,"(45.48431068, 9.05425361)"
MI,MIEE86701X,Istituto Istruzione Primario,Primaria - C. Collodi,Via Mirabello,,FRAZ. S.MARTINO,A652,BAREGGIO,20010,071,029013037,Ordinaria,NO,MIIC86700T,MIIC86700T,Giorgio Perlasca,"Via Matteotti, 35",A652,BAREGGIO,20010,071,Statale,1621,299,5,Primo ciclo,Istituto Comprensivo,,Non montano,029014690,029014902,,miic86700t@istruzione.it,,miic86700t@pec.istruzione.it,miic86700t@pec.istruzione.it,15012,45.48564724,9.00753994,"(45.48564724, 9.00753994)"
MI,MIEE823016,Istituto Istruzione Primario,Primaria - Feltre-Lorenzini,Via Polesine,12  14,MILANO,F205,MILANO,20139,087,025395326,Ordinaria,NO,MIIC823004,MIIC823004,Lorenzini - Feltre,"Via Polesine, 12-14",F205,MILANO,20139,087,Statale,978,314,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288446516,025694094,025694094,miic823004@istruzione.it,miee05000e@istruzione.it,miic823004@pec.istruzione.it,miic823004@pec.istruzione.it,15146,45.43955127,9.22320926,"(45.43955127, 9.22320926)"
MI,MIAA84201A,Scuola dell'Infanzia,Infanzia - via Trieste,Via Trieste,,VANZAGHELLO,L664,VANZAGHELLO,20020,070,0331657494,Ordinaria,NO,MIIC84200D,MIIC84200D,Ada Negri,"Via Don Milani, 3",E819,MAGNAGO,20020,070,Statale,1177,130,6,Primo ciclo,Istituto Comprensivo,,Non montano,0331/658080,0331/659612,,miic84200d@istruzione.it,,miic84200d@pec.istruzione.it,miic84200d@pec.istruzione.it,15249,45.57726276,8.78539736,"(45.57726276, 8.78539736)"
MI,MIEE858026,Istituto Istruzione Primario,Primaria - Giovanni Paolo II,Piazza IV  Giugno,,BOFFALORA  SOPRA  TICINO,A920,BOFFALORA SOPRA TICINO,20010,071,029754162,Ordinaria,NO,MIIC858003,MIIC858003,Edmondo De Amicis,"Via al Donatore di Sangue, 11",E921,MARCALLO CON CASONE,20010,071,Statale,1090,208,6,Primo ciclo,Istituto Comprensivo,,Non montano,02 9761170,02 9760746,,miic858003@istruzione.it,,miic858003@pec.istruzione.it,miic858003@pec.istruzione.it,15026,45.46733004,8.82973834,"(45.46733004, 8.82973834)"
MI,MIEE89302D,Istituto Istruzione Primario,Primaria - B.Lombardo,L.Da Vinci,,SAN GIULIANO MILANESE,H930,SAN GIULIANO MILANESE,20098,057,029848179,Ordinaria,NO,MIIC89300A,MIIC89300A,Enrico Fermi,"Via Giovanni XXIII, 18",H930,SAN GIULIANO MILANESE,20098,057,Statale,1144,113,6,Primo ciclo,Istituto Comprensivo,,Non montano,029846156,029846056,,miic89300a@istruzione.it,,icfermi@postecert.it,miic89300a@pec.istruzione.it,15195,45.40311843,9.27350233,"(45.40311843, 9.27350233)"
MI,MIMM88801X,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Buonarroti,Via IV  Novembre,38,-,D045,CORSICO,20094,073,0245100100,Ordinaria,NO,MIIC88800V,MIIC88800V,Buonarroti,"Via Luigi Salma, 53",D045,CORSICO,20094,073,Statale,745,182,4,Primo ciclo,Istituto Comprensivo,,Non montano,024471805,024408308,,miic88800v@istruzione.it,,miic88800v@pec.istruzione.it,miic88800v@pec.istruzione.it,15093,45.42851988,9.10433429,"(45.42851988, 9.10433429)"
MI,MIMM8FG01V-01,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -  Rancilio succursale,Fraz. Villastanza,,,G324,PARABIAGO,20015,068,,Succursale,NO,MIIC8FG00T,MIIC8FG00T,"IC di Parabiago, Via Legnano","Via Legnano, 6",G324,PARABIAGO,20015,068,Statale,1006,0,4,Primo ciclo,Istituto Comprensivo,,Non montano,0331551714,0331492221,,segreteria@smsparabiago.it,,mimm654002@pec.istruzione.it,mimm654002@pec.istruzione.it,15168,45.5397081,8.9543189,"(45.5397081, 8.9543189)"
MI,MIAA8A203L,Scuola dell'Infanzia,Infanzia - Bruno Munari,Via Diaz,,TRIBIANO,L415,TRIBIANO,20067,057,029064081,Ordinaria,NO,MIIC8A200N,MIIC8A200N,E. Curiel,"Via Manzoni, 1",G385,PAULLO,20067,057,Statale,1488,118,6,Primo ciclo,Istituto Comprensivo,,Non montano,0290634146,0290635670,,miic8a200n@istruzione.it,,miic8a200n@pec.istruzione.it,miee36000q@pec.istruzione.it,15222,45.41436342,9.37639981,"(45.41436342, 9.37639981)"
MI,MIEE8DE035,Istituto Istruzione Primario,Primaria - C O Istituto Ospedaliero G. Pini,Via Cardinal Ferrari,1,MILANO,F205,MILANO,20122,074,0255192316,Ospedaliera,NO,MIIC8DE001,MIIC8DE001,"Omnicomprensivo Musicale di Milano, Via Corridoni","Via Corridoni, 34-36",F205,MILANO,20122,074,Statale,818,25,4,Omnicomprensivo,Omnicomprensivo,,Non montano,0288440320,0288440328,,miic8de001@istruzione.it,,miic8de001@pec.istruzione.it,miic8de001@pec.istruzione.it,15146,45.5530015,9.228414,"(45.5530015, 9.228414)"
MI,MIEE85601D,Istituto Istruzione Primario,Primaria - A.Moro,Via Europa,,CORBETTA,C986,CORBETTA,20011,071,0297271739,Ordinaria,NO,MIIC85600B,MIIC85600B,Aldo Moro,"Via Europa, 1",C986,CORBETTA,20011,071,Statale,1671,562,5,Primo ciclo,Istituto Comprensivo,,Non montano,0297271739,0297271739,0297271776,miic85600b@istruzione.it,didacorbetta@tin.it,miic85600b@pec.istruzione.it,miic85600b@pec.istruzione.it,15085,45.47003585,8.92639959,"(45.47003585, 8.92639959)"
MI,MIAA8A4016,Scuola dell'Infanzia,Infanzia - Pessano,Via U. Foscolo,4,PESSANO CON BORNAGO,G502,PESSANO CON BORNAGO,20060,058,0295741325,Ordinaria,NO,MIIC8A4009,MIIC8A4009,Daniela Mauro,"Via Roma, 8",G502,PESSANO CON BORNAGO,20060,058,Statale,1042,223,5,Primo ciclo,Istituto Comprensivo,,Non montano,029504563,0295749402,,miic8a4009@istruzione.it,,miic8a4009@pec.istruzione.it,miic8a4009@pec.istruzione.it,15172,45.54718639,9.38722409,"(45.54718639, 9.38722409)"
MI,MIEE87702G,Istituto Istruzione Primario,Primaria - G. Rodari,Largo P. Nenni,6,,G078,OPERA,20090,094,,Ordinaria,NO,MIIC87700C,MIIC87700C,Dante Alighieri,"Via Giovanni XXIII, 14",G078,OPERA,20090,094,Statale,1434,331,7,Primo ciclo,Istituto Comprensivo,,Non montano,0257600719,0257600765,0257603091,miic87700c@istruzione.it,scuola.grodari@libero.it,miic87700c@pec.istruzione.it,miee350005@pec.istruzione.it,15159,45.37521629,9.21465684,"(45.37521629, 9.21465684)"
MI,MIMM837013,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - E. Acerbi,Via Moroni,8,-,C052,CASTANO PRIMO,20022,070,0331880699,Ordinaria,NO,MIIC837002,MIIC837002,G. Falcone e P. Borsellino,"Via Giolitti, 11",C052,CASTANO PRIMO,20022,070,Statale,817,315,3,Primo ciclo,Istituto Comprensivo,,Non montano,0331880344,0331877311,0331877311,segreteria@icscastano.gov.it,segreteria@icscastano.it,miic837002@pec.istruzione.it,miic837002@pec.istruzione.it,15062,45.55077767,8.7772331,"(45.55077767, 8.7772331)"
